Name;Energy;Fats;Carbs;Proteins;Fiber;Sugars;Water
Peperoni rossi, in barattolo;18;0.3;3.9;0.8;1.2;91.25;3.75
Peperoni surgelati;20;0.21;4.45;1.08;1.6;93.96;0.3
Peperoni verdi;20;0.17;4.64;0.86;1.7;2.4;93.89
Peperoni verdi, in barattolo;18;0.3;3.9;0.8;1.2;91.25;3.75
Peperoni, lessi;28;0.2;6.7;0.92;1.2;3.19;91.87
Pere;58;0.12;15.46;0.38;3.1;9.8;83.71
Pesce azzurro;124;4.24;0;20.04;0;70.86;1.04
Pesce gatto;95;2.82;0;16.38;0;80.36;0.96
Pesce gatto, cotto;144;7.19;0;18.44;0;0;74.65
Pesce gatto, impanato, fritto;229;13.33;8.04;18.09;0.7;58.81;1.26
Pesce lupo;96;2.39;0;17.5;0;79.9;1.16
Pesce lupo, cotto;123;3.06;0;22.44;0;74.23;1.49
Pesce persico;91;0.92;0;19.39;0;0;79.13
Pesce persico dell'Atlantico;91;0.92;0;19.39;0;0;79.13
Pesce persico, cotto;117;1.18;0;24.86;0;73.25;1.59
Pesce spada;144;6.65;0;19.66;0;0;73.38
Pesce spada, cotto;172;7.93;0;23.45;0;0;68.26
Pesche;39;0.25;9.54;0.91;1.5;8.39;88.87
Pesche noci;44;0.32;10.55;1.06;1.7;7.89;87.59
Petto di fagiano, cotto;133;3.25;0;24.37;0;72.4;1.3
Petto di fagiano, crudo;133;3.25;0;24.37;0;72.4;1.3
Petto di manzo, brasato;291;19.52;0;26.79;0;0;51.54
Petto di manzo, crudo;155;7.37;0;20.72;0;0;70.29
Petto di manzo, sottosale;198;14.9;0.14;14.68;0;66.56;3.73
Petto di pollo arrosto;165;3.57;0;31.02;0;0;65.26
Petto di pollo, magro;80;0.39;2.25;16.8;0;0.2;76.73
Petto di tacchino;167;8.3;0;21.62;0;69;0.89
Petto di tacchino arrosto;194;7.86;0;28.8;0;62.69;1.06
Petto di tacchino, magra, al pepe e limone;95;0.69;1.31;20.9;0;0;73.5
Petto di vitello cotto;521;53.35;0;9.4;0;36.15;0.45
Petto di vitello cotto, senza osso;218;9.8;0;30.32;59.72;0.97;9
Piccione;294;23.8;0;18.47;0;56.6;1.4
Piccione giovane;134;4.52;0;21.76;0;72.82;1.28
Pimento;263;8.69;72.12;6.09;21.6;8.46;4.65
Pina colada, in bottiglia;237;7.6;27.6;0.6;0.1;54.9;0.3
Pina colada, preparata;174;1.88;22.66;0.42;0.3;22.33;64.99
Pinoli secchi;673;68.37;13.08;13.69;3.7;3.59;2.28
Piselli;81;0.4;14.45;5.42;5.1;5.67;78.86
Piselli, lessi;42;0.23;7.05;3.27;2.8;3.99;88.91
Piselli, senza baccello;42;0.2;7.55;2.8;2.6;4;88.89
Piselli, surgelati;42;0.3;7.2;2.8;3.1;89.3;0.4
Pistacchi;562;45.39;27.51;20.27;10.3;7.66;3.91
Pistacchi, non salati;567;44.82;29.38;20.95;9.9;7.74;1.85
Pistacchi, salati;564;44.82;28.66;20.95;9.9;7.74;1.79
Pita;266;2.6;55;9.8;7.4;0.82;30.6
Pita chips, salate;457;15.2;68.26;11.79;3.8;4.76;2
Pizzelle;291;14.1;32.9;7.9;42;3.1;255
Polipo;82;1.04;2.2;14.91;0;0;80.25
Polipo, in umido;164;2.08;4.4;29.82;0;0;60.5
Pollack;92;0.98;0;19.44;0;0;78.18
Pollo arrosto;300;20.97;0;25.95;0;0;53.52
Pollo arrosto (solo carne);167;6.63;0;25.01;0;67.41;0.95
Pollo e patate, per l'infanzia;74;2.17;11.04;2.51;1.3;5.37;83.7
Pollo fritto;331;20.74;6.5;27.79;43.96;1.01;24
Pollo in scatola, senza brodo;185;8.1;0.9;25.3;0;0;64.9
Pollo in umido;258;18.14;0;22.18;0;0;60.93
Polmone di maiale;85;2.72;0;14.08;0;79.52;0.8
Polmone di vitello;90;2.3;0;16.3;0;80.5;1.1
Polpa di mela, in barattolo, non zuccherata, senza aggiunta di vitamina c;42;0.1;11.27;0.17;1.1;9.39;88.22
Polpette di pesce;84;1.73;7.41;9.07;0;80.35;1.44
Polvere di albume;382;0;7.8;81.1;0;5.4;5.8
Pomelo;38;0.04;9.62;0.76;1;89.1;0.48
Pomodori arancioni;16;0.19;3.18;1.16;0.9;94.78;0.69
Pomodori da insalata;23;0.2;5.1;1.2;1.1;4;93
Pomodori gialli;15;0.26;2.98;0.98;0.7;95.28;0.5
Pomodori maturi;18;0.2;3.89;0.88;1.2;2.63;94.52
Pomodori maturi, cotti;18;0.11;4.01;0.95;0.7;2.49;94.34
Pomodori maturi, cotti e salati;18;0.11;4.01;0.95;0.7;2.49;94.34
Pomodori pelati in scatola;17;0.13;4;0.78;1;2.38;94.28
Pomodori rossi;17;0.13;4;0.78;1;2.38;94.28
Pomodori secchi;258;2.97;55.76;14.11;12.3;37.59;14.56
Pomodori secchi, sottolio;213;14.08;23.33;5.06;5.8;53.83;3.7
Pomodoro in barattolo, con sale;82;0.47;18.91;4.32;4.1;12.18;73.5
Pomodoro in barattolo, senza sale;82;0.47;18.91;4.32;4.1;12.18;73.5
Pomodoro in polvere;302;0.44;74.68;12.91;16.5;43.9;3.06
Pompelmo;32;0.1;8.08;0.63;1.1;6.98;90.89
Pompelmo, bianco;33;0.1;8.41;0.69;1.1;7.31;90.48
Pompelmo, rosa e rosso;42;0.14;10.66;0.77;1.6;6.89;88.06
Pop corn;387;4.54;77.9;12.94;14.5;0.87;3.32
Popcorn al formaggio;526;33.2;51.6;9.3;9.9;2.5;3.4
Popcorn caramellati;431;12.8;79.1;3.8;5.2;53.19;2.8
Popcorn fatti in casa, senza sale;500;28.1;58.1;9;10;0.54;2.8
Popcorn, cotti al microonde;429;9.5;73.39;12.6;14.2;0.54;2.8
Popcorn, cotti con olio;583;43.55;45.06;7.29;8.1;0.46;1.2
Porri;61;0.3;14.15;1.5;1.8;3.9;83
Porri, lessi;31;0.2;7.62;0.81;1;2.11;90.8
Porzione di carne e cavoli, per l'infanzia;62;2.48;6.34;3.59;1.4;1.43;86.92
Porzione di carne e mela, per l'infanzia;65;1.38;10.87;2.16;1.8;7.9;85.4
Porzione di carne e riso, per l'infanzia;82;2.9;8.8;5;0;81.9;1.4
Porzione di carne e verdure, per l'infanzia;96;6.93;6.36;2.03;1.8;2.16;84.3
Praline;485;25.9;59.59;3.3;3.5;55.79;10.36
Pretzelts;380;2.63;79.76;10.34;3;2.76;3.44
Prezzemolo;36;0.79;6.33;2.97;3.3;0.85;87.71
Prezzemolo secco;292;5.48;50.64;26.63;26.7;7.27;5.89
Prosciutto affumicato;178;9.02;0;22.62;0;0;64.54
Prosciutto crudo;246;18.52;0.06;18.49;0;0;59.71
Prosciutto crudo magro;147;5.71;0.05;22.32;0;0;68.26
Proteine isolate della soia;388;4;0;87.75;4.42;4.01;200
Provolone;351;26.62;2.14;25.58;0;0.56;40.95
Prugne;46;0.28;11.42;0.7;1.4;9.92;87.23
Prugne in barattolo, con sciroppo;105;0.2;27.8;0.87;3.8;70.67;0.46
Prugne secche;240;0.38;63.88;2.18;7.1;38.13;30.92
Prugne secche;113;0.24;29.7;1.23;67.99;0.83;24
Prugne selvatiche;91;0.17;21.95;0.43;6;10.61;76.68
Pumpernickel;250;3.1;47.5;8.7;6.5;0.53;37.9
Punta di petto di manzo, magra, brasato;205;6.77;0;33.59;0;0;59.38
Punta di petto di manzo, semi grassa, brasato;289;18.42;0;28.82;0;0;52.48
Punta di petto di manzo, semi grassa, cruda;278;22.15;0.12;18.12;0;0;58.8
Purè di ceci, fatto in casa;177;8.59;20.12;4.86;4;0.27;64.87
Purè di ceci, in scatola;166;9.6;14.29;7.9;6;66.59;1.66
Pure di patate;113;4.22;16.81;1.86;1.5;1.43;75.61
Purè di patate;83;1.21;16.12;2.31;79.21;1.15;21
Purea di prugne;257;0.2;65.1;2.1;3.3;39;30
Quaglia;192;12.05;0;19.63;0;69.65;0.9
Quaglia (solo carne) cruda;134;4.53;0;21.76;0;70.03;1.32
Quaglia cotta;227;14.1;0;25.1;0;0;60
Quaglia cruda;123;2.99;0;22.59;0;71.67;1.27
Quinoa;368;6.07;64.16;14.12;7;13.28;52.22
Rabarbaro;21;0.2;4.54;0.9;1.8;1.1;93.61
Rabarbaro congelato;21;0.11;5.1;0.55;1.8;1.1;93.51
Radicchio rosso;23;0.25;4.48;1.43;0.9;0.6;93.14
Radicchio verde;13;0.22;2.23;1.35;1.1;0.94;95.63
Radice di loto;74;0.1;17.23;2.6;4.9;79.1;0.97
Rape;28;0.1;6.43;0.9;1.8;3.8;91.87
Rape, bollite, con sale;21;0.24;3.76;1.53;2;1.76;93.6
Rape, bollite, senza sale;23;0.24;4.35;1.53;2;2.35;93.6
Rape, congelate;16;0.16;2.94;1.04;1.8;95.67;0.19
Rape, lesse;22;0.08;5.06;0.71;2;2.99;93.6
Ravanelli;16;0.1;3.4;0.68;1.6;1.86;95.27
Ravanelli bianchi;14;0.1;2.63;1.1;1.4;95.37;0.8
Ravanelli bolliti, con sale;17;0.24;3.43;0.67;1.6;1.83;95.04
Ravanelli bolliti, senza sale;17;0.24;3.43;0.67;1.6;1.83;95.04
Ravanelli gialli;36;0.2;8.13;1.2;2.5;5.6;89.66
Ravanelli gialli bolliti, con sale;39;0.22;8.74;1.29;6.02;88.88;0.87
Ravanelli gialli bolliti, senza sale;39;0.22;8.74;1.29;1.8;6.02;88.88
Raviolini di carne al ragù;99;1.74;16.6;4.25;1.9;5.41;75.6
Razza;68;0.9;0.7;14.2;0;82.2;0
Red bull;45;0.08;10.94;0.25;0;10.06;88.45
Red bull, energy drink;5;0.08;0.7;0.25;0;0;98.35
Rene di maiale;100;3.25;0;16.46;0;80.06;1.17
Rene di vitello;99;3.12;0.85;15.76;0;79.07;1.2
Rhum;231;0;0;0;0;0;66.6
Ribes;28;6.6;0.9;3.6;77.4;0;60
Ricotta;138;7.91;5.14;11.39;0;0.31;74.41
Ricotta di pecora;174;12.98;3.04;11.26;0;0.27;71.7
Riso;358;0.52;79.15;6.5;2.8;13.29;0.54
Riso e cereali con latte intero, per l'infanzia;85;3.38;10.31;3.45;0;4.87;81.96
Riso e cereali, per l'infanzia;391;4.9;77.7;7.1;0.5;0.12;6.7
Riso e tacchino, per l'infanzia;56;0.92;9.57;2.37;1;1.25;86.64
Riso integrale, chicchi lunghi;370;2.92;77.24;7.94;3.5;0.85;10.37
Riso integrale, chicchi lunghi, cotto;111;0.9;22.96;2.58;1.8;0.35;73.09
Riso integrale, chicchi medi;362;2.68;76.17;7.5;3.4;12.37;1.27
Riso integrale, chicchi medi, cotto;112;0.83;23.51;2.32;1.8;72.96;0.39
Riso, chicchi lunghi;365;0.66;79.95;7.13;1.3;0.12;11.62
Riso, chicchi lunghi, cotto;130;0.28;28.17;2.69;0.4;0.05;68.44
Riso, chicchi lunghi, parboiled, cotto;123;0.37;26.05;2.91;0.9;0.11;70.36
Riso, chicchi lunghi, precotto o istantaneo, preparato;117;0.5;25.1;2.18;0.6;0;72
Riso, cotto;130;0.19;28.73;2.36;68.53;0.2;1
Riso, glutinato, cotto;97;0.19;21.09;2.02;1;0.05;76.63
Rombo;95;2.95;0;16.05;0;76.95;2.1
Rombo, cotto;122;3.78;0;20.58;0;70.45;2.69
Rosmarino fresco;131;5.86;20.7;3.31;14.1;67.77;2.35
Rosmarino secco;331;15.22;64.06;4.88;42.6;9.31;6.53
Rucola;25;0.66;3.65;2.58;1.6;2.05;91.71
Sake;134;0;5;0.5;0;0;78.4
Salame al sangue;379;34.5;1.29;14.6;0;1.29;47.3
Salame di maiale, italiano;425;37;1.2;21.7;0;1.2;34.6
Salame, tipo Milano;392;31.1;1.5;26.7;0;35.5;0
Sale;0;0;0;0;0;0;0.2
Salmone;179;10.43;0;19.93;0;0;71.64
Salmone affumicato;117;4.32;0;18.28;0;0;72
Salmone affumicato, stagionato;117;4.32;0;18.28;0;72;2.62
Salmone atlantico, cotto;206;12.35;0;22.1;0;64.75;1.15
Salmone dell'Atlantico;142;6.34;0;19.84;0;68.5;2.54
Salmone esiccato;154;4.83;0;25.82;0;68.44;1.51
Salmone in umido;184;7.5;0;27.36;0;65.39;1.53
Salmone rosa;127;4.4;0;20.5;0;0;75.52
Salmone rosa, disidratato;153;5.28;0;24.58;0;0;70.65
Salmone rosso, affumicato;345;11.43;0;60.62;0;0;23.93
Salmone, cotto;178;8.23;0;24.3;0;67;1.4
Salsa barbecue;150;0.29;36.25;0;0.6;26.06;60.34
Salsa barbecue, McDonald's;165;1.22;36.93;1.55;1.3;34.31;57.68
Salsa di carne;53;2.36;4.81;3.75;0.4;0.21;87.48
Salsa di carne di suino;367;8.63;63.57;8.78;2.4;24.73;4.43
Salsa di cipolle;322;3;67.64;9;6;4.36;16
Salsa di formaggio;197;14.92;5.48;10.33;0.1;0.19;66.86
Salsa di formaggio;150;0.29;36.25;0;0.6;26.06;60.34
Salsa di funghi;50;2.71;5.47;1.26;0.4;89;1.56
Salsa di mirtilli rossi, zuccherata;151;0.15;38.9;0.2;1;37.9;60.65
Salsa di pollo;79;5.71;5.42;1.93;0.4;0.78;85.34
Salsa di pollo, crema da spalmare;200;13.52;7.41;11.64;0;0;66.17
Salsa di pomodoro, senza sale;42;0.2;8.71;1.3;1.5;5.22;89.1
Salsa di tacchino;409;14.66;57.56;11.72;3.8;7.6;5.24
Salsa piccante, con sale;104;0.3;19.79;2.5;5.9;10.54;68
Salsa piccante, senza sale;104;0.3;28.73;2.5;0.5;8.96;68
Salsicce lunghe di maiale, kielbasa;309;27.29;2.81;12.23;0;1.6;54.58
Salsicce polacche di maiale;326;28.72;1.63;14.1;0;53.15;2.4
Salsiccia di bovino, cotta;332;27.98;0.35;18.21;0;0;51.12
Salsiccia di bovino, precotta;405;37.57;0.03;15.5;0;0;43.75
Salsiccia di suino fresca, cruda;346;31.33;0.65;14.25;0;51.08;2.7
Salsiccia di suino secca;515;53;1.87;7.5;0;0.44;35.65
Salsiccia di tacchino, cotta;196;10.44;0;23.89;0;0;65.06
Salsiccia di tacchino, fresca, cruda;155;8.08;0.47;18.79;0;0;70.42
Salsiccia di tacchino, suino e bovino, affumicata;101;2.5;11.54;8;0.6;0;76.3
Salsiccia fresca di bovino e suino, cotta;396;36.25;2.7;13.8;0;0;44.55
Salsiccia fresca di maiale, cotta;339;28.36;0;19.43;0;0;49.78
Salvia, fresca;315;12.75;60.73;10.63;40.3;1.71;7.96
Santoreggia;272;5.91;68.73;6.73;45.7;9;9.63
Sarda;129;4.5;1.5;20.8;0;73;0
Sardine al pomodoro, in barattolo;185;10.45;0.54;20.86;0.1;0.43;66.86
Sardine sottolio;208;11.45;0;24.62;0;0;59.61
Savoiardi;365;9.1;59.7;10.6;1;19.5;1.1
Scalogno;72;0.1;16.8;2.5;79.8;0.8;37
Scamone di vitello, cotto;284;17.21;0;30.19;0;0;52.02
Scamone di vitello, crudo;163;9.14;0;18.89;0;0;70.38
Sciroppo al malto;318;0;71.3;6.2;0;71.3;21.1
Sciroppo alla cioccolata con latte intero;90;2.96;12.78;3.07;0.3;11.31;80.51
Sciroppo di cioccolato;350;8.9;62.9;4.6;2.8;34.82;21.8
Sciroppo di nocciole;448;22;58.08;4.5;2.3;36.72;14.69
Sedano;16;0.17;2.97;0.69;1.6;1.83;95.43
Sedano rapa;42;0.3;9.2;1.5;1.8;1.6;88
Sedano rapa, lesso;27;0.19;5.9;0.96;1.2;92.3;0.64
Sedano, lesso;18;0.16;4;0.83;1.6;2.37;94.11
Segale;338;1.63;75.86;10.34;15.1;0.98;10.6
Sego di bue;902;100;0;0;0;0;0
Semi di aneto;305;14.54;55.17;15.98;21.1;7.7;6.62
Semi di anice;337;15.9;50.02;17.6;14.6;9.54;6.95
Semi di coriandolo;298;17.77;54.99;12.37;41.9;8.86;6.02
Semi di cumino;375;22.27;44.24;17.81;10.5;2.25;8.06
Semi di finocchio;345;14.87;52.29;15.8;39.8;8.81;8.22
Semi di girasole, non salati;617;55.2;23.32;17.28;5.7;10.54;0.62
Semi di girasole, salati;617;55.2;23.32;17.28;5.7;10.54;0.62
Semi di papavero;525;41.56;28.13;17.99;19.5;2.99;5.95
Semi di sedano;392;25.27;41.35;18.07;11.8;0.67;6.04
Semi di senape;508;36.24;28.09;26.08;12.2;6.79;5.27
Semi di soia, con sale;141;6.4;11.05;12.35;4.2;68.6;1.6
Semi di soia, senza sale;141;6.4;11.05;12.35;4.2;68.6;1.6
Semi di zucca;559;49.05;10.71;30.23;6;1.4;5.23
Semi di zucca, arrostiti, non salati;574;49.05;14.71;29.84;6.5;1.29;2.03
Semi di zucca, arrostiti, salati;574;49.05;14.71;29.84;6.5;1.29;2.03
Semola;360;1.05;72.83;12.68;3.9;12.67;0.77
Semola di granturco;224;0.92;85.64;8.36;79;0;4.71
Semolino;360;1.05;72.83;12.68;3.9;12.67;0.77
Seppia;79;0.7;0.82;16.24;0;80.56;1.68
Seppia in umido;158;1.4;1.64;32.48;0;61.12;3.36
Sesamo;573;49.67;23.45;17.73;11.8;0.3;4.69
Sfogliatelle di patate;190;8.62;27.75;2.05;2.5;0.25;59.7
Sgombro;139;6.3;0;19.29;0;0;71.67
Sgombro o maccarello;205;13.89;0;18.6;0;0;63.55
Sgombro sott'olio;201;10.12;0;25.73;0;0;61.73
Sgombro, cotto;262;17.81;0;23.85;0;53.27;1.53
Sgombro, sotto sale;305;25.1;0;18.5;0;0;43
Siero di latte, acido, evaporato;339;0.54;73.45;11.73;0;73.45;3.51
Siero di latte, acido, fluido;24;0.09;5.12;0.76;0;5.12;93.42
Siero di latte, dolce, evaporato;353;1.07;74.46;12.93;0;74.46;3.19
Siero di latte, dolce, fluido;27;0.36;5.14;0.85;0;5.14;93.12
Snack alla ciliegia, per l'infanzia;78;0.1;19.2;0.3;0.2;10.39;79.8
Snack di mais al formaggio;565;37.11;52.38;5.83;1.9;2.87;1.78
Snack gelato al gusto di pesce (Alaska);470;43.5;10.5;9;34;3;24
Snack gelato al gusto di pesce con olio di foca (Alaska);353;31.8;13.4;3.4;0.5;47.3;4.1
Snack salato uova e pancetta, per l'infanzia;79;5;6.2;2.5;0.9;85.9;0.4
Snickers;491;23.85;61.51;7.53;2.3;50.47;5.55
Sogliola;70;1.93;0;12.41;0;0;84.63
Sogliola, cotta;86;2.37;0;15.24;0;0;81.11
Soia;122;6.7;9.57;13.09;1.1;69.05;1.59
Sorbetto all'arancia;144;2;30.4;1.1;1.3;24.32;66.1
Sorgo;339;3.3;74.63;11.3;6.3;9.2;1.57
Spaghetti al ragù;90;1.01;15.24;5.05;1.8;2.6;77.82
Spaghetti al ragù, in barattolo;107;5.1;11.11;4.17;78.24;6.43;1.38
Spaghetti al ragù, per l'infanzia;75;1;10.8;5.3;81.6;1.3;22
Spaghetti cotti;158;0.93;30.86;5.8;1.8;0.56;62.13
Spaghetti crudi;371;1.51;74.67;13.04;3.2;2.67;9.9
Spaghetti integrali cotti;124;0.54;26.54;5.33;4.5;0.8;67.15
Spaghetti integrali crudi;348;1.4;75.03;14.63;7.34;1.6;40
Spaghetti pomodoro e formaggio;80;0.6;15.87;2.78;1.2;5.16;79.7
Spalla di agnello arrosto, grassa;279;20.24;0;22.53;0;55.92;1.21
Spalla di agnello arrosto, magra;267;18.75;0;22.93;0;57.07;1.23
Spalla di agnello, alla griglia;278;19.26;0;24.42;0;55.03;1.31
Spalla di agnello, arrosto;276;19.97;0;22.51;0;0;56.26
Spalla di agnello, cotta;344;24.55;0;28.68;0;45.2;1.54
Spalla di agnello, magra, alla griglia;268;18.39;0;23.84;0;56.7;1.21
Spalla di agnello, magra, arrosto;269;19.08;0;22.7;0;56.98;1.22
Spalla di agnello, magra, cruda;244;18.96;0;17.07;0;63.36;0.91
Spalla di agnello, semigrassa, cruda;264;21.45;0;16.58;0;0;61.39
Spalla di maiale;236;17.99;0;17.18;0;0;64.02
Spalla di maiale, arrosto;292;21.39;0;23.28;0;0;54.8
Spalla di maiale, magra;148;7.14;0;19.55;0;72.63;1.02
Spalla di maiale, magra, arrosto;230;13.54;0;25.33;0;0;60.64
Spalla di vitello, cotta;228;10.14;0;32.06;0;0;56.4
Spalla di vitello, cruda;130;5.28;0;19.27;0;0;74.78
Spalla e coscia di vitello, cotto;188;4.31;0;34.94;0;59.29;1.89
Spalla macinata di manzo, cotta;341;25.12;0;26.78;0;0;47.67
Spalla macinata di manzo, cruda;248;19.41;0;17.16;0;0;61.23
Sperlano;97;2.42;0;17.63;0;0;78.77
Spezzatino di agnello, crudo;134;5.28;0;20.21;0;73.74;1.06
Spezzatino in scatola;99;5.53;7.85;4.41;0.9;1.76;80.78
Spigola;124;2.56;0;23.63;0;72.14;1.4
Spigola, cruda;114;3.69;0;18.86;0;75.66;1.52
Spinaci;23;0.39;3.63;2.86;2.2;0.42;91.4
Spinaci bolliti, con sale;23;0.26;3.75;2.97;2.4;0.43;91.21
Spinaci gratinati, surgelati;172;12.95;5.9;7.89;0.7;1.85;70.73
Spinaci in barattolo, senza sale;19;0.37;2.92;2.11;2.2;93.22;1.38
Spinaci, lessi;23;0.26;3.75;2.97;2.4;0.43;91.21
Spinaci, surgelati;29;0.57;4.21;3.63;2.9;0.65;90.17
Spinaci, surgelati, lessi;34;0.87;4.8;4.01;3.7;0.51;88.94
Sprite al limone, senza caffeina;40;0.02;10.14;0.05;0;8.98;89.78
Spumante dolce;160;0;13.69;0.2;0;7.78;70.51
Spumante secco;152;0;11.67;0.2;0;1.09;72.53
Squalo;130;4.51;0;20.98;0;0;73.58
Stick di patate;522;34.4;53.3;6.7;3.4;0.22;2.2
Stomaco di maiale;159;10.14;0;16.85;0;0;73.5
Storione;105;4.04;0;16.14;0;0;76.55
Storione, affumicato;173;4.4;0;31.2;0;0;62.5
Storione, cotto;135;5.18;0;20.7;0;0;69.94
Strudel di mele;274;11.2;41.1;3.3;2.2;25.75;43.5
Stufato di ghiande;95;3.47;9.22;6.81;0.7;0.34;79.78
Stufato vegetariano;123;3;7;17;1.1;1.25;70
Succo d'ananas e arancia;50;0;11.8;1.3;0.1;11.59;86.9
Succo d'ananas e pompelmo;47;0.1;11.6;0.2;0.1;11.52;87.9
Succo d'arancia;54;0;13.41;0.2;0.2;9.36;86.2
Succo d'uva;57;0;14.55;0;0.1;14.11;85.3
Succo del frutto della passione, viola;51;0.05;13.6;0.39;0.2;13.4;85.62
Succo di ananas;53;0.12;12.87;0.36;0.2;9.98;86.37
Succo di arancia;45;0.2;10.4;0.7;0.2;8.4;88.3
Succo di arancia concentrato;49;0.12;11.54;0.68;0.3;8.31;87.22
Succo di arancia e albicocca;51;0.1;12.7;0.3;0.1;12.06;86.7
Succo di arancia e albicocca, per l'infanzia;46;0.1;10.9;0.8;0.1;87.8;0.4
Succo di arancia e ananas, per l'infanzia;48;0.1;11.7;0.5;0.1;87.3;0.4
Succo di arancia e banana, per l'infanzia;50;0.1;11.9;0.7;86.9;0.4;17
Succo di arancia e carota, per l'infanzia;43;0.1;9.9;0.5;0.4;8.4;89.1
Succo di arancia e mela, per l'infanzia;45;0.3;10.2;0.6;0.1;8.26;88.5
Succo di arancia e pompelmo, non zuccherato;43;0.1;10.28;0.6;0.1;10.18;88.64
Succo di arancia, mela e banana, per l'infanzia;47;0.1;11.5;0.4;0.1;10.03;87.6
Succo di arancia, per l'infanzia;45;0.3;10.2;0.6;0.1;8.26;88.5
Succo di arancia, senza zucchero;47;0.15;11.01;0.68;0.3;8.76;87.72
Succo di frutta ACE;46;0.01;11.15;0.3;0;10.37;88.4
Succo di lime;25;0.07;8.42;0.42;0.4;1.69;90.79
Succo di lime, confezionato;21;0.23;6.69;0.25;0.4;1.37;92.52
Succo di limone;22;0.24;6.9;0.35;0.3;2.52;92.31
Succo di limone, confezionato;21;0.29;6.48;0.4;0.4;2.4;92.46
Succo di mandarini;43;0.2;10.1;0.5;0.2;9.9;88.9
Succo di mandarini, zuccherato;50;0.2;12;0.5;0.2;11.8;87
Succo di mela e banana, per l'infanzia;51;0.1;12.3;0.2;0.2;11;87.1
Succo di mela e ciliegia, per l'infanzia;41;0.2;9.9;0.1;0.1;8.98;89.5
Succo di mela e mirtilli;63;0.11;15.85;0;0;14.5;83.78
Succo di mela e mirtilli, con vitamina C aggiunta;19;0;4.7;0.1;0.1;4.6;95.2
Succo di mela e mirtillo rosso, per l'infanzia;46;0.02;11.49;0;0;6.88;88.3
Succo di mela e pesca, per l'infanzia;43;0.1;10.5;0.2;0.1;9.59;89
Succo di mela, concentrato, congelato, senza vitamina c aggiunta;166;0.37;41;0.51;0.4;38.83;57
Succo di mela, non zuccherato, senza aggiunta di vitamina c;46;0.13;11.3;0.1;0.2;9.62;88.24
Succo di mela, per l'infanzia;47;0.1;11.7;0;0.1;10.7;88
Succo di melograno;54;0.29;13.13;0.15;0.1;12.65;85.95
Succo di mirtilli e albicocca;64;0;16.2;0.2;0.1;83.5;0.1
Succo di mirtillo, senza zucchero;46;0.13;12.2;0.39;0.1;12.1;87.13
Succo di more;38;0.6;7.8;0.3;0.1;7.7;90.9
Succo di pera, per l'infanzia;47;0;11.86;0;0.1;7.28;87.9
Succo di pomodoro;17;0.05;4.24;0.76;0.4;3.56;93.9
Succo di pomodoro con aggiunta di sale;17;0.05;4.24;0.76;0.4;3.56;93.9
Succo di pomodoro e brodo di carne;37;0.1;8.5;0.6;0.1;89.9;0.9
Succo di pompelmo;39;0.1;9.2;0.5;0.1;9.1;90
Succo di pompelmo, non zuccherato, concentrato;41;0.13;9.73;0.55;0.1;9.63;89.3
Succo di pompelmo, rosa;39;0.1;9.2;0.5;90;0.2;9
Succo di pompelmo, senza zucchero;38;0.1;8.96;0.52;0.1;8.86;90.1
Succo di pompelmo, zuccherato;46;0.09;11.13;0.58;0.1;11.03;87.38
Succo di prugna;71;0.03;17.45;0.61;1;16.45;81.24
Succo di uva e mirtilli;56;0.1;14;0.2;0.1;85.6;0.1
Succo di uva, senza zucchero;60;0.13;14.77;0.37;0.2;14.2;84.51
Succo mela e ciliega;47;0.1;11.2;0.2;0.3;10.5;88.2
Sundae al caramello;196;5.98;31.81;4.71;0;56.5;1
Sundae al cioccolato, McDonald's;186;5.91;30.05;4.14;0.4;26.89;58.81
Sundae alla fragola;175;5.13;29.18;4.09;0;60.9;0.7
Surimi;99;0.9;6.85;15.18;0;0;76.34
Susina in barattolo;89;0.14;23.12;0.44;1.5;21.58;76.06
Susina in barattolo, con sciroppo;101;0.1;26.31;0.36;1;73;0.24
Tacchino;160;8.02;0;20.42;0;0;70.4
Tacchino arrosto;208;9.73;0;28.1;0;0;61.7
Tacchino coscia;144;6.72;0;19.54;0;72.69;0.89
Tacchino petto;157;7.02;0;21.89;0;70.05;0.91
Tacchino ripieno, con verdure, cotto al microonde;128;3.89;16.32;6.97;1.3;4.82;71.16
Tacos;467;20.83;62.72;7.08;4.6;1.23;7.38
Tagliolini all'uovo con spinaci, cotti;132;1.57;24.25;5.04;2.3;0.71;68.52
Tagliolini all'uovo, cotti, senza sale aggiunto;138;2.07;25.16;4.54;1.2;0.4;67.73
Tagliolini, chow mein (ricetta cinese);527;30.76;57.54;8.38;3.9;0.26;0.73
Tagliolini, con uova, cotti;138;2.07;25.16;4.54;1.2;0.4;67.73
Tagliolini, soba, cotti (ricetta giapponese);99;0.1;21.44;5.06;73.01;0.39;4
Tagliolini, somen, cotti (ricetta giapponese);131;0.18;27.54;4;67.91;0.36;8
Tamarindo;239;0.6;62.5;2.8;5.1;57.4;31.4
Tapioca;358;0.02;88.69;0.19;0.9;3.35;10.99
Tartaruga;89;0.5;0;19.8;0;0;78.5
Tartufi dolci;510;33.76;44.88;6.21;2.5;38.31;13.47
Tavoletta di cioccolata messicana;426;15.59;77.41;3.64;4;69.4;1.59
